date,2013Q3,2013Q4,2014Q1,2014Q2,2014Q3,2014Q4,2015Q1,2015Q2,2015Q3,2015Q4,2016Q1,2016Q2,2016Q3,2016Q4
2012-02-10,114.4,63.5,69.0,117.4,117.4,62.5,71.4,119.0,119.0,64.9,,,,
2012-02-13,114.4,63.5,69.0,117.4,117.4,62.5,71.4,119.0,119.0,64.9,,,,
2012-02-14,114.4,63.5,69.0,117.4,117.4,62.5,71.4,119.0,119.0,64.9,,,,
2012-02-15,114.4,63.5,69.0,117.4,116.0,62.5,71.4,119.8,119.8,64.9,,,,
2012-02-16,114.4,63.5,69.0,117.4,116.0,62.5,71.4,119.85,119.85,64.9,,,,
2012-02-17,114.4,63.5,69.0,117.4,116.0,62.5,71.4,119.85,119.85,64.9,,,,
2012-02-20,115.0,63.5,69.0,117.4,116.0,62.5,71.4,119.85,119.85,64.9,,,,
2012-02-21,115.0,63.5,69.0,117.4,116.0,62.5,71.4,120.0,120.0,64.9,,,,
2012-02-22,115.1,63.5,69.0,117.4,116.0,62.5,71.4,120.0,120.0,64.9,,,,
2012-02-23,115.1,63.5,69.0,117.4,116.0,62.5,71.4,120.0,120.0,64.9,,,,
2012-02-24,115.1,63.5,69.0,117.4,116.0,62.5,71.4,120.0,120.0,64.9,,,,
2012-02-27,115.1,63.5,69.0,117.4,116.0,62.5,71.4,120.0,120.0,64.9,,,,
2012-02-28,115.1,63.5,69.0,117.4,116.0,62.5,71.25,120.0,120.0,64.9,,,,
2012-02-29,115.1,63.5,69.0,117.4,116.0,62.5,71.25,120.0,120.0,64.9,,,,
2012-03-01,115.1,63.5,69.0,117.4,116.0,62.5,71.25,120.0,120.0,64.9,,,,
2012-03-02,115.1,63.5,69.0,117.4,116.0,62.5,71.25,120.0,120.0,64.9,,,,
2012-03-05,115.1,63.5,69.0,117.4,116.0,62.5,71.25,120.0,120.0,64.9,,,,
2012-03-06,115.1,63.5,69.0,117.4,116.0,62.5,71.25,122.0,122.0,64.9,,,,
2012-03-07,115.1,63.5,69.0,117.4,116.0,62.5,70.5,122.0,122.0,64.6,,,,
2012-03-08,115.1,63.5,69.0,118.1,117.95,62.5,70.5,122.0,122.0,64.6,,,,
2012-03-09,115.1,63.5,69.0,118.1,117.95,62.5,70.5,122.0,122.0,64.6,,,,
2012-03-12,115.1,63.5,69.0,118.1,117.95,62.5,70.5,122.0,122.0,64.6,,,,
2012-03-13,115.1,63.5,69.0,118.1,117.95,62.5,70.5,122.0,122.0,64.6,,,,
2012-03-14,115.1,63.5,70.5,118.1,117.95,62.5,70.5,122.0,122.0,64.6,,,,
2012-03-15,115.1,63.5,70.5,118.1,117.95,62.5,70.5,122.0,122.0,64.6,,,,
2012-03-16,115.1,63.5,70.5,118.1,117.95,62.5,70.5,122.0,122.0,64.6,,,,
2012-03-19,115.1,63.5,70.5,118.1,117.95,62.5,70.5,122.0,122.0,64.6,,,,
2012-03-20,115.1,63.5,70.5,118.1,117.95,62.5,70.5,123.8,123.8,64.6,,,,
2012-03-21,115.1,63.5,70.5,118.1,117.95,62.5,70.5,123.8,123.8,64.6,,,,
2012-03-22,115.1,63.5,70.5,118.1,117.95,62.5,70.5,123.8,123.8,64.6,,,,
2012-03-23,115.1,63.5,70.5,118.1,117.95,62.5,70.5,123.8,123.8,64.6,,,,
2012-03-26,115.1,63.5,70.5,118.1,117.95,62.5,70.5,123.8,123.8,64.6,,,,
2012-03-27,115.1,63.5,70.5,118.1,117.95,62.5,70.5,123.8,123.8,64.6,,,,
2012-03-28,115.1,63.5,70.5,118.1,117.95,62.5,70.5,123.8,123.8,64.6,,,,
2012-03-29,115.1,63.5,70.5,118.1,117.95,62.5,70.5,123.8,123.8,64.6,,,,
2012-03-30,115.1,63.5,70.5,118.1,117.95,62.5,70.5,123.8,123.8,64.6,,,,
2012-04-02,115.1,63.5,70.5,118.1,117.95,62.5,70.5,123.8,123.8,64.6,,,,
2012-04-03,115.1,63.5,70.5,118.1,117.95,62.5,70.5,123.8,123.8,64.6,,,,
2012-04-04,115.1,63.5,70.5,118.1,117.95,62.5,70.5,123.8,123.8,64.6,,,,
2012-04-05,115.1,63.5,70.5,118.1,117.95,62.5,70.5,123.8,123.8,64.6,,,,
2012-04-10,115.1,63.5,70.5,118.1,117.95,62.5,70.5,123.8,123.8,64.6,,,,
2012-04-11,115.1,63.5,70.5,118.1,117.95,62.5,70.5,123.8,123.8,64.6,,,,
2012-04-12,117.6,63.5,70.5,118.1,117.95,62.5,70.5,123.8,123.8,64.6,,,,
2012-04-13,117.6,63.5,70.5,118.1,117.95,62.5,70.5,123.8,123.8,64.6,,,,
2012-04-16,117.6,63.5,70.5,118.1,117.95,62.5,70.5,123.8,123.8,64.6,,,,
2012-04-17,117.6,63.5,70.5,118.1,117.95,62.5,70.5,123.8,123.8,64.6,,,,
2012-04-18,117.65,63.5,70.5,118.1,117.95,62.5,70.5,123.8,123.8,64.6,,,,
2012-04-19,117.65,63.5,70.5,118.1,117.95,62.5,70.5,123.8,123.8,64.6,,,,
2012-04-20,117.65,63.5,70.5,118.1,117.95,62.5,70.5,123.8,123.8,64.6,,,,
2012-04-23,117.65,63.5,70.5,118.1,117.95,62.5,70.5,123.8,123.8,64.6,,,,
2012-04-24,117.65,63.5,70.5,118.1,117.95,62.5,70.5,123.8,123.8,64.6,,,,
2012-04-25,117.65,63.5,70.5,118.1,117.95,62.5,70.5,123.8,123.8,64.6,,,,
2012-04-26,117.65,63.5,70.5,118.1,117.95,62.5,70.5,123.8,123.8,64.6,,,,
2012-04-27,117.65,63.5,70.5,118.1,117.95,62.5,70.5,123.8,123.8,64.6,,,,
2012-04-30,117.65,63.5,70.5,118.1,117.95,62.5,70.5,123.8,123.8,64.6,,,,
2012-05-01,117.65,63.5,70.5,118.1,117.95,62.5,70.5,123.8,123.8,64.6,,,,
2012-05-02,117.65,63.5,70.5,118.1,117.95,62.5,70.5,123.8,123.8,64.6,,,,
2012-05-03,117.65,63.5,70.5,118.1,117.95,62.5,70.5,123.8,123.8,64.6,,,,
2012-05-04,117.65,63.5,70.5,118.1,117.95,62.5,70.5,123.8,123.8,64.6,,,,
2012-05-07,117.65,63.5,70.5,118.1,117.95,62.5,70.5,123.8,123.8,64.6,,,,
2012-05-08,117.65,63.5,70.5,118.1,117.95,62.5,70.5,123.8,123.8,64.6,,,,
2012-05-09,117.65,63.5,70.5,118.1,117.95,62.5,70.5,123.8,123.8,64.6,,,,
2012-05-10,117.65,63.5,70.5,118.1,117.95,62.5,70.5,123.8,123.8,64.6,,,,
2012-05-11,117.65,63.5,70.5,118.1,117.95,62.5,70.5,123.8,123.8,64.6,,,,
2012-05-14,117.65,63.5,70.5,118.1,117.95,62.5,70.5,123.8,123.8,64.6,,,,
2012-05-15,117.65,63.5,70.5,118.1,117.95,62.5,70.5,123.8,123.8,64.6,,,,
2012-05-16,117.65,63.5,70.5,118.1,117.95,62.5,70.5,123.8,123.8,64.6,,,,
2012-05-17,117.65,63.5,70.5,118.1,117.95,62.5,70.5,123.8,123.8,64.6,,,,
2012-05-18,117.65,63.5,70.5,118.1,117.95,62.5,70.5,123.8,123.8,64.6,,,,
2012-05-21,117.65,63.5,70.5,118.1,117.95,62.5,70.5,123.8,123.8,64.6,,,,
2012-05-22,117.65,63.5,70.5,118.1,117.95,62.5,70.5,123.8,123.8,64.6,,,,
2012-05-23,117.65,63.5,70.5,118.1,117.95,62.5,70.5,123.8,123.8,64.6,,,,
2012-05-24,117.65,63.5,70.5,118.1,117.95,62.5,70.5,123.8,123.8,64.6,,,,
2012-05-25,117.65,63.5,70.5,118.1,117.95,62.5,70.5,123.8,123.8,64.6,,,,
2012-05-28,117.65,63.5,70.5,118.1,117.95,62.5,70.5,123.8,123.8,64.6,,,,
2012-05-29,117.65,63.5,70.5,118.1,117.95,62.5,70.5,123.8,123.8,64.6,,,,
2012-05-30,117.65,63.5,70.5,118.1,117.95,62.5,70.5,123.8,123.8,64.6,,,,
2012-05-31,117.65,63.5,70.5,118.1,117.95,62.5,70.5,123.8,123.8,64.6,,,,
2012-06-01,117.65,63.5,70.5,118.1,117.95,62.5,70.5,123.8,123.8,64.6,,,,
2012-06-04,117.65,63.5,70.5,118.1,117.95,62.5,70.5,123.8,123.8,64.6,,,,
2012-06-05,117.65,63.5,70.5,118.1,117.95,62.5,70.5,123.8,123.8,64.6,,,,
2012-06-06,117.65,63.5,70.5,118.1,117.95,62.5,70.5,123.8,123.8,64.6,,,,
2012-06-07,117.65,63.5,70.5,118.1,117.95,62.5,70.5,123.8,123.8,64.6,,,,
2012-06-08,117.65,63.5,70.5,118.1,117.95,62.5,70.5,123.8,123.8,64.6,,,,
2012-06-11,117.65,63.5,70.5,118.1,117.95,62.5,70.5,123.8,123.8,64.6,,,,
2012-06-12,119.0,63.5,70.5,118.1,117.95,62.5,70.5,123.8,123.8,64.6,,,,
2012-06-13,119.0,63.5,70.5,118.1,117.95,62.5,70.5,123.8,123.8,64.6,,,,
2012-06-14,119.0,63.5,70.5,118.1,117.95,62.5,70.5,123.8,123.8,64.6,,,,
2012-06-15,119.0,63.5,70.5,118.1,117.95,62.5,70.5,123.8,123.8,64.6,,,,
2012-06-18,119.0,63.5,70.5,118.1,117.95,62.5,70.5,123.8,123.8,64.6,,,,
2012-06-19,119.0,63.5,70.5,118.1,117.95,62.5,70.5,123.8,123.8,64.6,,,,
2012-06-20,119.0,63.5,70.5,118.1,117.95,62.5,70.5,123.8,123.8,64.6,,,,
2012-06-21,119.0,63.5,70.5,118.1,117.95,62.5,70.5,123.8,123.8,64.6,,,,
2012-06-22,119.0,63.5,70.5,118.1,117.95,62.5,70.5,123.8,123.8,64.6,,,,
2012-06-25,114.5,63.5,70.5,118.1,117.95,62.5,70.5,120.0,120.0,64.6,,,,
2012-06-26,114.5,63.5,70.5,112.5,113.0,62.5,70.5,118.1,118.1,64.6,,,,
2012-06-27,113.0,63.5,70.5,112.35,112.35,62.5,70.5,118.1,118.1,64.6,,,,
2012-06-28,113.0,63.5,70.5,112.35,112.35,62.5,70.5,118.1,118.1,64.6,,,,
2012-06-29,115.5,63.5,70.5,112.35,112.35,62.5,70.5,118.1,118.1,64.6,,,,
2012-07-02,115.5,63.5,70.5,112.35,112.35,62.5,70.5,118.1,118.1,64.6,,,,
2012-07-03,116.0,64.85,71.4,114.55,114.0,62.5,70.5,119.0,118.1,64.6,,,,
2012-07-04,116.0,66.0,71.4,114.55,116.65,62.5,70.5,121.6,118.1,64.6,,,,
2012-07-05,119.5,65.0,71.4,114.55,116.65,62.5,70.5,119.0,118.1,64.6,,,,
2012-07-06,119.0,65.0,71.4,114.55,116.65,62.5,70.5,120.0,120.0,64.6,,,,
2012-07-09,119.0,65.0,71.4,114.55,116.65,62.5,70.5,120.0,120.0,64.6,,,,
2012-07-10,119.0,65.0,71.4,114.55,116.65,62.5,70.5,120.0,120.0,64.6,,,,
2012-07-11,114.6,65.0,71.4,114.55,116.65,62.5,70.5,120.0,120.0,64.6,,,,
2012-07-12,114.6,65.0,71.4,114.55,116.65,62.5,70.5,120.0,120.0,64.6,,,,
2012-07-13,114.6,65.0,71.4,114.55,116.65,62.5,70.5,120.0,120.0,64.6,,,,
2012-07-16,114.6,65.0,71.4,114.55,116.65,62.5,70.5,120.0,120.0,64.6,,,,
2012-07-17,114.75,65.0,71.4,114.55,116.65,62.5,70.5,120.0,120.0,64.6,,,,
2012-07-18,114.75,65.0,71.4,114.55,116.65,62.5,70.5,120.0,120.0,64.6,,,,
2012-07-19,114.75,65.0,71.4,114.55,116.65,62.5,70.5,119.0,119.0,64.6,,,,
2012-07-20,114.75,65.0,71.4,114.55,116.65,62.5,70.5,119.0,119.0,64.6,,,,
2012-07-23,114.75,65.0,71.4,114.55,116.65,62.5,70.5,119.0,119.0,64.6,,,,
2012-07-24,114.75,65.0,71.4,114.55,116.65,62.5,70.5,119.0,119.0,64.6,,,,
2012-07-25,114.75,63.25,71.4,114.55,116.65,62.5,70.5,119.0,119.0,64.6,,,,
2012-07-26,119.15,64.7,72.45,114.55,116.65,62.5,70.5,119.0,119.0,64.6,,,,
2012-07-27,119.15,64.7,72.45,114.95,116.65,62.5,70.5,119.0,119.0,64.6,,,,
2012-07-30,117.0,64.7,72.45,114.95,116.65,62.5,70.5,119.0,119.0,64.6,,,,
2012-07-31,117.0,64.7,72.45,116.65,116.65,62.5,70.5,119.0,119.0,64.6,,,,
2012-08-01,117.0,64.7,72.45,116.65,116.65,62.5,70.5,119.0,118.0,64.6,,,,
2012-08-02,117.0,64.7,72.45,116.65,118.1,62.5,70.5,119.0,118.0,64.6,,,,
2012-08-03,117.0,64.7,72.45,116.65,118.1,62.5,70.5,119.0,118.0,64.6,,,,
2012-08-06,117.0,64.7,72.45,116.65,118.1,62.5,70.5,119.0,118.0,64.6,,,,
2012-08-07,117.0,64.7,72.45,116.65,118.1,62.5,70.5,119.0,118.0,64.6,,,,
2012-08-08,117.0,64.7,72.45,116.65,118.1,62.5,70.5,119.0,118.0,64.6,,,,
2012-08-09,116.0,64.7,72.45,116.65,118.1,62.5,70.5,119.0,118.0,64.6,,,,
2012-08-10,116.25,64.7,72.45,116.65,118.1,62.5,70.5,119.0,118.0,64.6,,,,
2012-08-13,116.25,64.7,72.45,116.65,118.1,62.5,70.5,119.0,118.0,64.6,,,,
2012-08-14,116.25,64.7,72.45,116.65,118.1,62.5,70.5,119.0,118.0,64.6,,,,
2012-08-15,116.25,64.95,72.45,116.65,118.1,62.5,70.5,119.0,118.0,64.6,,,,
2012-08-16,116.25,64.95,72.45,116.65,118.1,62.5,70.5,119.0,118.0,64.6,,,,
2012-08-17,116.25,65.0,72.45,116.65,118.1,62.5,70.5,119.0,118.0,64.6,,,,
2012-08-20,116.25,65.0,72.45,116.65,118.1,62.5,70.5,119.0,118.0,64.6,,,,
2012-08-21,116.25,65.0,72.45,116.65,118.1,62.5,70.5,119.0,118.0,64.6,,,,
2012-08-22,116.25,65.0,72.45,116.65,118.1,62.5,70.5,119.0,118.0,64.6,,,,
2012-08-23,116.25,65.0,72.45,116.65,118.1,62.5,70.5,119.0,118.0,64.6,,,,
2012-08-24,116.25,65.0,72.45,116.65,118.1,62.5,70.5,119.0,118.0,64.6,,,,
2012-08-27,116.25,65.0,72.45,116.65,118.1,62.5,71.9,119.0,118.0,64.6,,,,
2012-08-28,116.25,65.0,72.45,116.65,118.1,62.5,72.25,119.0,118.0,64.6,,,,
2012-08-29,116.25,65.0,72.45,116.65,118.1,62.5,72.25,119.0,118.0,64.6,,,,
2012-08-30,116.5,65.0,72.45,116.65,118.1,62.5,72.25,119.0,118.0,64.6,,,,
2012-08-31,116.5,65.0,72.45,116.65,118.1,62.5,72.25,119.0,118.0,64.6,,,,
2012-09-03,116.5,65.0,72.45,116.65,118.1,62.5,72.25,115.85,116.6,64.6,,,,
2012-09-04,116.5,65.0,72.45,116.0,116.5,62.5,72.25,115.85,116.0,64.6,,,,
2012-09-05,113.0,64.3,72.45,109.3,110.0,62.5,72.25,112.0,112.0,64.6,,,,
2012-09-06,112.5,63.0,72.45,106.7,106.7,61.9,72.25,107.0,108.0,64.6,,,,
2012-09-07,105.5,62.0,72.45,103.0,102.9,61.9,72.25,105.0,105.0,64.6,,,,
2012-09-10,102.0,60.75,72.45,101.0,102.9,61.85,72.25,101.5,104.0,64.6,,,,
2012-09-11,102.0,60.75,70.0,101.0,102.9,61.5,72.25,101.5,103.0,64.0,,,,
2012-09-12,104.0,60.75,70.0,103.0,102.9,61.5,72.25,102.0,105.5,64.0,,,,
2012-09-13,106.4,60.75,70.0,103.85,103.85,61.5,72.25,104.8,105.5,64.0,,,,
2012-09-14,110.25,60.75,70.0,103.85,103.85,61.5,72.25,104.8,105.5,63.8,,,,
2012-09-17,110.25,61.95,72.45,104.0,104.0,61.5,72.25,104.8,105.5,63.8,,,,
2012-09-18,110.25,61.95,72.45,104.0,104.1,61.5,70.2,104.8,105.5,63.8,,,,
2012-09-19,111.0,61.95,72.45,104.0,104.1,61.5,70.2,104.8,105.5,63.5,,,,
2012-09-20,106.0,61.95,72.45,101.5,102.0,61.5,70.2,100.95,102.0,63.5,,,,
2012-09-21,105.0,61.95,72.45,101.5,102.0,61.5,70.2,100.95,102.0,63.5,,,,
2012-09-24,105.0,61.95,72.0,101.5,102.0,60.0,70.2,100.95,102.0,59.5,,,,
2012-09-25,107.25,60.05,72.0,101.5,102.0,59.05,70.2,100.95,102.0,59.5,,,,
2012-09-26,105.8,60.05,70.5,101.5,102.0,59.05,70.2,100.95,102.0,59.5,,,,
2012-09-27,105.8,58.55,70.5,101.5,102.0,59.05,70.2,100.95,102.0,59.5,,,,
2012-09-28,105.8,58.55,70.5,101.5,102.0,59.05,70.2,100.95,102.0,59.5,,,,
2012-10-01,105.8,58.55,72.25,101.5,102.0,59.05,71.4,100.95,102.0,59.5,59.5,59.5,59.5,59.5
2012-10-02,103.85,58.55,72.0,101.5,102.0,59.05,71.0,100.95,102.0,59.5,65.0,95.0,102.0,59.5
2012-10-03,103.85,58.55,72.0,101.5,102.0,59.05,71.0,100.95,102.0,59.5,68.25,98.15,102.0,59.5
2012-10-04,104.5,59.0,71.5,102.0,102.5,59.05,71.0,100.95,102.0,59.5,68.25,98.15,102.0,59.5
2012-10-05,104.5,59.0,71.5,101.5,102.5,59.05,71.0,100.95,102.0,59.5,68.25,98.15,98.0,59.5
2012-10-08,104.5,59.0,71.5,101.4,102.5,58.1,71.0,100.95,102.0,59.5,68.25,98.2,98.0,59.5
2012-10-09,104.5,59.0,71.5,101.4,102.5,58.1,71.0,100.95,102.0,59.5,68.25,98.2,98.0,59.5
2012-10-10,102.55,59.0,68.6,101.4,102.0,57.5,68.0,99.95,102.0,59.5,68.25,98.2,98.0,59.5
2012-10-11,102.0,58.0,68.6,101.4,102.0,57.5,67.9,99.95,102.0,59.0,68.25,98.2,98.0,59.5
2012-10-12,100.0,58.0,68.6,100.0,102.0,57.5,67.9,99.95,102.0,59.0,68.25,98.2,98.0,59.5
2012-10-15,101.0,58.0,68.6,100.0,102.0,57.5,67.9,99.95,102.0,59.0,68.25,98.2,98.0,59.5
2012-10-16,101.0,58.0,68.6,100.0,102.0,57.5,67.9,99.95,102.0,59.0,68.25,98.2,98.0,59.5
2012-10-17,101.0,57.7,68.6,100.0,102.0,57.1,67.9,99.95,102.0,58.5,68.25,98.2,98.0,59.5
2012-10-18,101.0,57.5,68.6,97.0,102.0,57.1,67.9,98.2,102.0,58.5,68.25,98.2,98.0,59.5
2012-10-19,101.0,57.5,68.6,97.0,101.85,57.1,67.9,98.2,101.0,58.5,68.25,98.2,98.0,59.5
2012-10-22,101.0,57.5,68.6,97.0,101.85,57.1,67.9,98.2,101.0,58.5,68.25,98.2,98.0,59.5
2012-10-23,100.0,57.0,68.6,97.0,101.85,57.1,67.9,98.2,101.0,58.5,68.25,98.2,98.0,59.5
2012-10-24,100.0,57.7,68.6,97.0,101.85,57.1,67.9,98.2,101.0,58.5,68.25,98.2,98.0,59.5
2012-10-25,100.0,57.7,68.8,97.0,101.85,57.1,67.9,98.2,101.0,58.5,68.25,98.2,98.0,59.5
2012-10-26,100.0,57.7,68.8,97.0,101.85,57.1,67.9,98.2,100.0,58.5,68.25,98.2,98.0,59.5
2012-10-29,100.0,57.5,68.8,97.0,101.85,57.1,67.9,98.2,100.0,58.5,68.25,98.0,96.0,59.5
2012-10-30,100.0,57.0,68.8,97.0,101.0,57.1,67.9,97.5,100.0,58.5,68.25,98.0,96.0,59.5
2012-10-31,99.85,57.0,68.8,97.0,100.0,57.1,67.9,97.5,100.0,58.5,68.25,98.0,96.0,59.5
2012-11-01,96.5,57.0,68.8,97.0,100.0,57.1,67.9,97.5,100.0,58.5,68.25,98.0,96.0,59.55
2012-11-02,96.5,57.75,65.65,92.0,95.9,53.85,67.9,96.5,96.0,58.5,68.25,97.0,96.0,59.55
2012-11-05,90.0,55.0,61.7,92.0,92.5,52.75,67.9,91.0,93.0,58.1,68.25,95.0,95.0,59.05
2012-11-06,90.0,55.0,60.0,89.5,92.5,54.0,65.5,91.0,93.0,58.1,68.25,94.5,95.0,59.05
2012-11-07,86.2,54.8,60.0,89.5,92.0,54.6,62.0,91.0,93.0,58.0,67.9,94.5,95.0,59.05
2012-11-08,86.2,54.8,60.0,89.5,90.0,54.6,61.0,91.0,93.0,58.0,64.0,94.5,94.0,59.05
2012-11-09,85.5,54.55,60.0,88.25,89.25,54.5,60.9,91.0,93.0,56.65,63.0,93.8,94.0,59.05
2012-11-12,85.5,54.55,58.8,88.15,88.15,55.1,60.7,91.0,91.0,56.5,61.9,92.35,94.0,59.0
2012-11-13,85.5,54.55,58.8,88.15,88.15,55.1,60.7,91.0,91.0,56.5,61.9,92.35,94.0,58.9
2012-11-14,85.5,54.0,60.0,87.8,87.9,55.1,60.0,90.9,90.9,56.0,61.9,92.35,92.0,58.9
2012-11-15,85.5,54.0,60.0,87.8,87.9,55.1,60.0,90.9,90.9,56.0,61.9,92.35,92.0,58.9
2012-11-16,85.5,54.0,60.0,87.7,87.7,54.0,58.5,90.3,90.3,56.0,59.5,92.35,92.0,56.0
2012-11-19,85.5,54.0,60.0,87.7,87.7,54.0,58.5,90.3,90.3,56.0,59.5,92.35,92.0,56.0
2012-11-20,84.0,54.0,60.0,87.7,87.7,54.0,58.5,90.3,86.95,56.0,58.8,92.35,92.0,56.0
2012-11-21,83.25,54.0,60.0,87.35,87.35,54.0,58.5,90.3,86.95,56.0,58.8,92.0,92.0,56.0
2012-11-22,85.0,54.0,60.0,87.35,87.6,55.65,58.5,90.3,86.95,56.0,58.8,92.0,92.0,56.0
2012-11-23,85.0,54.0,60.0,87.35,87.6,55.65,58.8,90.3,86.95,56.0,58.8,92.0,92.0,56.0
2012-11-26,87.0,55.0,60.0,87.8,89.0,55.65,58.8,90.7,88.2,56.0,58.8,92.0,92.6,56.0
2012-11-27,87.0,55.0,60.0,87.8,89.0,55.65,58.8,90.7,88.2,56.0,59.85,92.0,92.6,56.0
2012-11-28,89.7,55.0,60.0,88.5,89.0,55.65,60.3,90.7,88.2,56.0,60.7,92.0,92.6,56.0
2012-11-29,90.0,55.0,60.0,88.5,89.0,53.5,60.3,90.7,88.2,56.0,60.7,92.0,92.6,56.0
2012-11-30,92.4,55.35,60.0,88.5,89.0,53.75,60.3,90.7,88.2,54.0,60.7,92.0,92.6,53.95
2012-12-03,92.4,55.35,60.0,88.5,89.0,53.75,60.3,90.7,88.2,54.0,60.7,92.0,92.6,53.95
2012-12-04,92.4,55.35,60.0,88.5,90.3,54.0,60.3,90.7,88.2,54.0,60.7,92.0,92.6,53.95
2012-12-05,92.4,55.35,60.0,88.5,90.3,54.0,60.3,90.7,88.2,54.0,60.7,92.0,92.6,53.95
2012-12-06,93.45,55.7,61.0,88.5,90.3,54.0,61.3,90.7,88.2,54.0,60.7,92.0,92.6,53.95
2012-12-07,93.45,55.7,61.0,88.5,90.3,54.0,61.3,90.7,88.2,54.0,61.4,92.0,92.6,53.95
2012-12-10,93.45,55.7,61.0,88.5,90.3,54.0,61.3,90.7,88.2,54.0,61.4,92.0,92.6,53.95
2012-12-11,93.45,55.7,61.0,88.5,90.3,54.0,61.3,90.7,88.2,54.0,61.4,92.0,92.6,53.95
2012-12-12,93.45,55.7,61.0,88.5,90.3,54.0,61.3,90.7,88.2,54.0,61.4,92.0,92.6,53.95
2012-12-13,93.45,55.7,61.0,88.5,90.3,54.0,61.3,90.7,88.2,54.0,61.4,92.0,92.6,53.95
2012-12-14,89.75,55.7,61.0,88.5,90.3,54.0,61.3,87.65,87.75,54.0,61.4,88.7,88.9,53.95
2012-12-17,89.75,55.7,61.0,88.5,88.5,54.0,61.3,87.65,87.75,54.0,61.4,88.7,88.9,53.95
2012-12-18,89.75,55.7,61.0,88.5,88.5,54.0,61.3,87.65,87.75,54.0,61.4,88.7,88.5,53.95
2012-12-19,89.75,55.7,61.0,88.5,88.5,54.0,61.3,87.65,87.75,54.0,61.4,88.7,88.5,53.95
2012-12-20,88.0,55.7,61.0,88.5,88.0,54.0,61.3,87.65,87.75,54.0,61.4,88.7,88.5,53.95
2012-12-21,90.8,55.7,61.0,90.0,87.5,54.0,61.3,87.65,87.75,54.0,61.4,88.7,87.5,53.95
2012-12-24,90.8,55.7,61.0,90.0,87.5,54.0,61.3,87.65,87.75,54.0,61.4,88.7,87.5,53.95
2012-12-27,90.8,55.7,61.0,90.0,87.5,54.0,61.3,87.65,87.75,54.0,61.4,88.7,87.5,53.95
2012-12-28,90.8,55.7,61.0,90.0,87.5,54.0,61.3,87.65,87.75,54.0,61.4,88.7,87.5,53.95
2012-12-31,90.8,55.7,61.0,90.0,87.5,54.0,61.3,87.65,87.75,54.0,61.4,88.7,87.5,53.95
2013-01-03,83.5,55.6,59.8,85.9,84.0,54.0,60.8,85.0,84.0,53.35,60.8,88.0,86.0,53.95
2013-01-04,82.0,55.5,59.7,85.9,84.0,54.0,60.8,85.0,84.0,53.35,60.5,88.0,86.0,53.95
2013-01-07,70.0,53.0,56.5,82.9,84.0,52.9,60.8,85.0,84.0,53.3,60.0,86.2,86.0,53.95
2013-01-08,66.0,53.0,53.5,82.9,84.0,52.9,60.8,84.95,84.0,53.3,59.9,86.2,86.0,53.95
2013-01-09,65.65,53.0,53.5,82.9,84.0,52.9,60.45,84.95,84.0,53.3,59.9,86.2,85.0,53.95
2013-01-10,67.5,53.0,54.1,86.0,88.2,52.9,60.45,84.95,85.5,53.3,59.9,86.2,86.6,53.95
2013-01-11,67.5,53.6,54.1,86.0,87.5,53.9,60.45,84.95,86.7,53.3,59.9,86.2,86.8,53.95
2013-01-14,68.0,55.0,55.7,86.0,87.5,53.9,60.45,84.95,86.7,53.3,59.9,86.2,86.8,53.95
2013-01-15,69.0,55.0,57.75,86.0,87.5,53.9,61.0,84.95,86.7,53.3,59.9,86.2,86.8,53.95
2013-01-16,69.0,55.0,59.85,86.0,88.15,53.9,61.1,86.8,89.0,53.3,60.5,88.15,86.8,53.95
2013-01-17,69.0,53.85,59.85,86.0,88.15,53.0,61.1,90.0,90.8,53.3,60.5,90.5,89.5,53.95
2013-01-18,69.0,54.0,59.85,86.0,88.15,53.0,62.2,90.0,88.5,53.0,60.5,90.5,89.5,53.95
2013-01-21,69.0,54.0,59.85,86.0,88.15,53.0,62.2,90.0,88.5,53.0,60.5,90.5,89.5,53.95
2013-01-22,70.5,54.0,59.85,89.0,89.1,53.0,62.2,90.5,90.15,53.0,60.75,90.5,89.5,53.95
2013-01-23,74.25,54.0,59.85,89.0,89.1,53.5,62.2,92.4,92.45,53.0,60.75,90.5,89.5,53.95
2013-01-24,77.25,54.0,59.85,89.0,89.1,53.5,62.2,92.4,92.45,53.0,60.75,90.5,89.5,53.95
2013-01-25,77.25,54.0,58.5,89.0,89.1,53.5,62.2,92.4,92.45,53.0,60.75,90.5,89.5,53.95
2013-01-28,77.25,54.0,58.5,89.0,89.1,53.5,62.2,92.4,92.45,53.0,60.75,90.5,89.5,53.95
2013-01-29,77.25,54.0,58.5,89.0,89.1,52.0,62.2,92.4,92.45,51.7,58.6,90.5,89.5,53.95
2013-01-30,81.5,53.7,58.5,93.1,91.1,52.0,62.2,92.4,92.45,51.7,58.6,90.5,89.5,53.95
2013-01-31,81.5,53.7,60.2,93.1,91.1,52.0,62.2,92.4,92.45,51.7,58.6,90.5,89.5,53.95
2013-02-01,79.2,53.7,60.2,93.1,91.1,52.0,62.2,92.4,92.45,51.7,58.6,90.5,89.5,53.95
2013-02-04,78.5,53.7,60.2,93.1,91.1,52.0,62.2,92.4,92.45,52.0,58.6,90.5,89.5,53.5
2013-02-05,78.5,53.7,60.2,93.1,91.1,52.0,62.0,92.4,92.45,52.0,58.6,90.5,89.5,53.25
